predicted,actual
0.9547512,1.0
0.96384907,
0.95222956,
0.9308182,
0.95169055,
0.9383133,1.0
0.9675725,
0.967214,
0.9514312,
0.9509719,0.0
0.81896085,
0.96162206,
0.9588658,1.0
0.9344506,
0.96139425,
0.86848456,1.0
0.9424646,
0.8477469,
0.9271525,
0.9338319,
0.8984482,
0.96251833,
0.9384955,
0.8205839,1.0
0.96986985,
0.95634043,
0.96661323,
0.937254,
0.9211155,
0.88460255,1.0
0.92468375,
0.88580143,
0.9342514,
0.9537957,
0.95371956,
0.91338634,1.0
0.90803134,
0.9235782,
0.9516976,
0.9660265,
0.8758868,1.0
0.9475881,
0.94265777,
0.89841706,
0.93525785,1.0
0.9478926,
0.95293,
0.9677948,
0.925163,1.0
0.96511644,
0.97279274,
0.95555997,
0.88036793,
0.8676137,
0.88426155,
0.9680742,
0.94425195,
0.9441037,
0.9458678,
0.941496,
0.9276983,1.0
0.8739905,
0.92508054,1.0
0.96457756,
0.9197777,
0.9658581,
0.8587048,
0.89865834,
0.98190916,0.0
0.950196,1.0
0.94627815,
0.87306404,
0.96203285,1.0
0.97531384,
0.8525098,
0.90425354,1.0
0.96093106,
0.9036123,
0.81657994,
0.9342479,
0.8489104,
0.7609235,
0.9477536,
0.9246988,
0.96725297,
0.87468565,1.0
0.961954,
0.96236783,
0.9428008,
0.9665418,
0.9828804,
0.9468873,
0.9691648,
0.9492676,
0.87951857,
0.9742269,
0.9546576,
0.9449438,
0.88500196,
0.97305703,
0.92202985,
0.9108912,
0.9667954,
0.9686859,
0.9354522,
0.92478824,
0.9182426,1.0
0.92185026,
0.96532595,
0.8215389,
0.7495042,1.0
0.85055465,
0.97528094,1.0
0.94190955,
0.97531134,
0.9728064,
0.9774116,
0.6150524,
0.95367247,
0.9735947,
0.9550265,
0.8923003,
0.88461244,
0.930596,
0.91729724,
0.9298927,
0.9738921,
0.87353605,
0.77661985,
0.97329265,
0.94366753,
0.9394931,1.0
0.9832792,
0.8892192,
0.95474553,
0.9196347,
0.95163214,
0.9091126,
0.9481062,
0.90930593,
0.85844326,
0.9618871,
0.9378215,
0.944549,
0.9512479,
0.94191664,
0.9703166,
0.8041155,
0.9218219,1.0
0.81994057,
0.8456946,
0.96284896,
0.9642107,
0.9605227,0.0
0.9365545,1.0
0.8618405,
0.9366579,1.0
0.92397773,1.0
0.9666911,
0.8927111,
0.9311478,
0.9583418,
0.9146685,
0.9592222,
0.92384297,
0.95926124,
0.91275936,
0.810213,1.0
0.9242973,1.0
0.95521986,1.0
0.8480752,1.0
0.8322839,
0.8985361,
0.82434124,
0.9265483,
0.96757096,
0.90107596,
0.9645024,
0.8983167,
0.967906,
0.9765844,
0.9660524,
0.97298807,
0.92701143,
0.9444389,1.0
0.9157745,
0.9514387,1.0
0.8801735,1.0
0.8788449,
0.9414285,
0.9482504,
0.740054,
0.8467366,
0.85708404,
0.9625084,
0.90325165,1.0
0.96816206,
0.9628038,1.0
0.93882596,
0.96072173,
0.9111973,
0.9309621,
0.9199952,0.0
0.9601661,
0.94337153,
0.89863396,
0.9116966,
0.96016055,
0.66492534,
0.92306817,
0.9006664,
0.9511605,1.0
0.8827596,
0.9409023,1.0
0.94126624,
0.94270873,1.0
0.94658536,
0.91901743,1.0
0.92792034,
0.9202802,
0.9381245,
0.89961493,
0.9477611,
0.9503955,
0.95871735,
0.93527865,
0.93413055,
0.93504745,
0.95524716,
0.9438529,1.0
0.97610384,1.0
0.731457,1.0
0.9713885,
0.9224785,
0.9649484,
0.97088045,1.0
0.9596656,
0.9631393,
0.9131386,1.0
0.80230856,
0.9387447,0.0
0.9257909,
0.96231383,
0.95198447,
0.93964434,
0.9423758,
0.9595144,
0.9086842,
0.9157348,
0.94378346,
0.7919742,1.0
0.8391013,
0.9320972,
0.94469506,
0.87601644,
0.96022695,
0.80357194,
0.9095669,
0.94007355,
0.93033844,1.0
0.9639287,
0.84906495,
0.981649,
0.7460067,1.0
0.96976435,1.0
0.9787026,
0.9644296,
0.9554678,
0.97982407,
0.83503044,
0.9516212,
0.96737635,
0.94257665,
0.9436088,
0.9812532,
0.9710311,
0.9788219,
0.8320235,
0.968592,1.0
0.96638864,1.0
0.9579887,1.0
0.9543625,
0.9664561,
0.9315284,
0.8300681,
0.95770633,
0.908234,
0.85305834,1.0
0.8106837,
0.83939236,
0.9443005,
0.88744897,1.0
0.86980426,1.0
0.9373886,
0.8514876,
0.91977155,
0.9448824,
0.9640849,1.0
0.9706185,1.0
0.62356925,
0.9693215,
0.922851,
0.95492506,
0.92572296,
0.9553815,1.0
0.9588461,1.0
0.8843086,
0.94697356,
0.8800849,
0.9365159,
0.9571711,
0.92211,
0.9449346,
0.8779715,
0.8783879,
0.9361779,1.0
0.94105655,
0.9115015,0.0
0.9423725,
0.9262304,
0.96628857,
0.83610994,
0.9252285,
0.9605487,
0.7930121,
0.72681487,
0.8070719,
0.9437253,1.0
0.978147,
0.9309288,1.0
0.94524574,
0.7412069,
0.9451641,
0.9690188,1.0
0.95284855,
0.9454801,1.0
0.860344,1.0
0.9626652,
0.9672857,
0.8989169,1.0
0.9407979,1.0
0.81497437,
0.9602062,
0.9754436,1.0
0.8560357,
0.9602363,1.0
0.91469437,1.0
0.9463094,1.0
0.9450998,1.0
0.87988824,
0.9827959,
0.9473914,
0.919814,
0.9611401,
0.982476,
0.9482265,
0.89437693,
0.9674154,
0.9718783,
0.9278212,
0.9125257,
0.92916054,
0.9341792,
0.95376366,
0.9585621,
0.975897,
0.9530251,
0.9569439,1.0
0.90341836,
0.88600683,
0.9161416,
0.86887467,
0.90034395,
0.93100685,
0.9001567,
0.94757086,1.0
0.98045737,
0.8217495,
0.9666018,
0.9580548,1.0
0.9565076,
0.94097567,
0.9549056,
0.9160317,
0.8905348,1.0
0.97281533,
0.82022256,
0.89748275,1.0
0.9642121,1.0
0.925519,1.0
0.93964094,
0.9169132,
0.93994904,
0.8616327,
0.937782,
0.9427793,
0.92674375,1.0
0.94090486,
0.92778826,
0.9557812,
0.97136104,
0.82401496,
0.9177648,
0.92952955,1.0
0.9331557,
0.9530315,
0.8668237,
0.89826334,
0.94936293,
0.963955,
0.9100322,
0.96109915,
0.8769494,
0.977734,0.0
0.9478635,
0.8487879,1.0
0.91147244,
0.87418115,
0.8448875,
0.8840186,
0.969115,
0.96802956,
0.7767628,
0.90814155,
0.85517204,
0.9572317,
0.9521392,1.0
0.9115392,
0.94854504,
0.96850395,1.0
0.8393352,
0.96681744,
0.9565654,1.0
0.87941355,1.0
0.9565204,
0.95509654,1.0
0.9378663,
0.82721233,
0.8901772,1.0
0.9626064,
0.9542062,1.0
0.9366686,1.0
0.9213348,1.0
0.914265,
0.94989973,1.0
0.92405427,
0.9208363,
0.9519909,
0.9173328,
0.9487434,
0.9779424,1.0
0.95940745,
0.96656615,
0.9245962,
0.88565856,
0.93789184,1.0
0.86067927,
0.96851325,1.0
0.93124074,
0.9236463,
0.9425539,
0.87899196,
0.9221109,
0.94623756,
0.967035,
0.92785764,
0.95382464,
0.9559701,
0.9176292,
0.97034574,
0.96178544,
0.9650302,1.0
0.95983034,
0.9266259,
0.83155376,1.0
0.9427913,
0.9009372,1.0
0.8896985,
0.8659313,
0.9496584,
0.9703251,
0.9697555,
0.9058008,
0.979111,
0.96165323,
0.9384365,
0.89004534,
0.9054708,
0.96184874,
0.9713368,1.0
0.9723842,
0.96566063,
0.95872283,
0.95791256,1.0
0.93789625,
0.9000472,
0.9293971,
0.95676386,0.0
0.7588415,1.0
0.6605389,1.0
0.91251105,1.0
0.9659612,
0.9689771,
0.96581584,
0.7652137,
0.88370156,
0.9494257,
0.9711165,
0.9527923,
0.9433893,
0.8577587,
0.95604515,
0.883558,
0.931416,
0.8390243,
0.95933473,
0.96639484,
0.9614266,
0.96382165,
0.8970533,
0.92979145,
0.94462156,1.0
0.9665512,
0.8042952,1.0
0.97255987,
0.9159159,
0.93139863,
0.82629323,
0.9519126,
0.8706418,
0.9183585,
0.96417844,
0.84395736,1.0
0.9629081,
0.9613783,
0.9472088,
0.8364946,
0.9572733,
0.945924,
0.94562465,
0.9825502,1.0
0.97489035,
0.9060357,
0.9469492,
0.91671854,
0.8193952,
0.944704,
0.7887521,
0.84374386,
0.9102655,
0.9266061,
0.8895115,
0.9671892,1.0
0.95493877,
0.9755604,
0.94619817,1.0
0.89690864,
0.92738855,
0.92562336,
0.96981514,
0.97676873,1.0
0.95086336,
0.9487496,
0.88006306,1.0
0.9154827,
0.9407695,
0.9329827,
0.94282824,1.0
0.9257489,
0.97293085,
0.92929935,
0.86923987,
0.80717134,
0.923368,
0.946771,
0.81459683,
0.91039705,
0.9749503,
0.97763264,
0.8422816,
0.9626344,
0.96469307,
0.9684189,
0.97274697,
0.8612896,
0.94301885,
0.940083,
0.94918936,
0.92348254,
0.90803295,
0.92740875,
0.65052354,
0.93091166,
0.93229276,1.0
0.92786056,
0.92108655,
0.9238015,
0.9293663,1.0
0.9584114,1.0
0.9801113,
0.9457589,
0.89720964,
0.9466299,
0.8393683,
0.9690424,1.0
0.9568421,
0.9160141,
0.9664115,
0.90460944,
0.89703524,
0.95461506,
0.95804113,
0.7937598,
0.8778558,
0.95622784,1.0
0.97807044,1.0
0.8704216,
0.96603817,
0.92088354,
0.791335,
0.9807294,
0.8653089,
0.93284863,
0.97040546,
0.9686573,
0.9481116,
0.9647686,
0.9639381,
0.93377805,
0.9542417,
0.91788644,
0.947756,
0.94322115,1.0
0.97298855,
0.88695264,
0.9637864,
0.91538936,
0.9576066,
0.9586792,1.0
0.8647966,
0.906895,
0.9546033,1.0
0.83413976,
0.9629573,1.0
0.9811297,
0.8007268,
0.9596169,
0.9666077,1.0
0.81535685,
0.94869375,
0.93318653,
0.9637378,
0.9212881,1.0
0.92089516,1.0
0.97274923,
0.88841987,1.0
0.942193,
0.81599754,
0.9084647,
0.6800145,
0.8211146,
0.90869355,
0.919002,1.0
0.913174,
0.83518016,
0.93211025,
0.74538875,
0.96325684,
0.9639509,1.0
0.91949016,
0.9141357,
0.9166635,
0.9269928,
0.94402343,1.0
0.9311047,1.0
0.9382707,
0.9375577,
0.9074792,
0.97721213,1.0
0.717586,
0.9772365,
0.857492,
0.95337725,
0.9468685,
0.9748581,
0.94663554,
0.96298736,
0.9065339,
0.9675904,
0.67512083,1.0
0.9290444,1.0
0.96653396,
0.95471925,
0.9611312,
0.939445,
0.91952676,1.0
0.97322255,
0.9593252,1.0
0.8218355,
0.89935935,
0.94449043,
0.9773631,
0.8891242,
0.95662576,
0.83445406,
0.9390693,
0.9526082,
0.9621953,
0.95533353,
0.92219037,
0.97588104,
0.94619817,1.0
0.9764282,
0.94573456,
0.8680529,0.0
0.8425504,
0.92414963,
0.95544994,
0.9615851,
0.8270715,
0.95784444,
0.9819879,
0.9516492,
0.9172448,
0.94126475,
0.93088406,
0.96164864,
0.9827388,
0.95242035,
0.9684687,1.0
0.83190936,
0.96433794,
0.89368004,0.0
0.9583944,
0.94678557,1.0
0.9106384,
0.94899845,1.0
0.9511203,
0.94653076,
0.97147053,
0.8598181,
0.95128286,
0.977728,
0.953535,1.0
0.7716012,1.0
0.9677374,1.0
0.95854974,
0.9540993,
0.89008796,
0.94179654,
0.94940305,
0.95104676,
0.9544851,1.0
0.9685526,1.0
0.95292485,
0.97583836,
0.80899584,
0.9208913,
0.9805352,
0.8799344,
0.91876626,
0.9445521,
0.96694183,
0.95348203,1.0
0.96438605,
0.90470886,1.0
0.9673725,
0.88185084,
0.96654797,
0.9266263,
0.9103443,
0.9619359,1.0
0.9310142,
0.9333596,
0.96014374,
0.9321187,
0.9654957,1.0
0.88487214,
0.89901584,
0.94113815,
0.95554996,
0.7940764,
0.88897103,
0.95462734,
0.9626051,
0.8764954,
0.9650388,
0.87785906,1.0
0.9459886,1.0
0.84839386,
0.9447751,1.0
0.9485574,
0.96471035,
0.87747663,
0.9364817,
0.9512882,
0.9017129,
0.93694603,
0.96554804,
0.8830417,
0.9282937,
0.9547129,
0.81301755,
0.9324241,
0.9450544,
0.96977633,1.0
0.94662666,
0.9249555,
0.9669858,
0.93979573,1.0
0.8633959,
0.922866,
0.9666754,1.0
0.8697201,
0.90073085,1.0
0.93601745,
0.88278127,
0.92231613,
0.94406134,
0.89570624,
0.9409003,1.0
0.91552454,1.0
0.96847713,
0.71856236,
0.95092535,
0.9301789,1.0
0.8495974,
0.9695434,
0.97434795,
0.97448915,
0.93652916,
0.970883,1.0
0.9585313,
0.89227855,
0.98116344,
0.9733411,
0.95516,
0.8904508,
0.95150983,
0.936975,
0.9350614,
0.9289282,
0.97369134,
0.95536727,
0.9558219,1.0
0.9498325,
0.91674566,
0.9260339,
0.9480967,1.0
0.92510605,
0.94228643,
0.91146183,
0.8723201,
0.9299809,
0.95271945,
0.9220937,
0.94427854,
0.9485566,
0.8580103,
0.95445603,
0.8576123,1.0
0.9104519,
0.9510143,
0.89905995,
0.9375451,
0.86697507,1.0
0.9474094,
0.9313439,
0.92800015,1.0
0.9537627,1.0
0.8511523,
0.9218049,
0.92125815,
0.88783205,
0.9306008,
0.95323366,
0.7190033,
0.721631,
0.8574197,
0.96999425,
0.94229585,
0.9692526,
0.8842725,
0.96604943,
0.9455136,1.0
0.949338,
0.92849284,
0.8734946,
0.83399737,
0.90979654,
0.86887306,1.0
0.9127102,
0.87859935,0.0
0.85380214,
0.89411575,
0.9622645,
0.93599063,
0.9681409,
0.98070544,
0.9483581,
0.95328146,
0.97531724,
0.97024274,
0.9709201,1.0
0.96611285,
0.8124836,
0.82619566,
0.9379751,
0.8533604,
0.9680351,
0.9095584,1.0
0.9689755,1.0
0.916675,
0.943563,
0.8459171,1.0
0.8686986,
0.9699962,
0.86364704,
0.96397746,1.0
0.97567457,
0.9722359,
0.96724373,
0.96526337,1.0
0.9119695,
0.84208584,
0.9645188,
0.9502945,
0.9020251,
0.9766232,1.0
0.9292141,
0.91262895,
0.8666193,1.0
0.9709817,1.0
0.96015626,
0.9078979,
0.9717591,
0.94024265,
0.93711025,
0.8976933,
0.9764821,
0.9173857,
0.91742766,0.0
0.91825193,
0.94274974,1.0
0.92075455,1.0
0.8619264,
0.9266832,
0.93389595,
0.8036594,
0.93413883,1.0
0.8162865,1.0
0.96730965,
0.8722137,
0.9689896,
0.95681256,
0.9676903,1.0
0.963088,
0.97495055,
0.9596391,
0.9363497,1.0
0.9643912,
0.84780586,
0.95758027,
0.9403048,
0.92461824,
0.9452173,1.0
0.9420159,
0.95163316,
0.94646466,
0.92554516,
0.94941753,
0.887754,
0.9508475,
0.94727224,
0.89255095,
0.9741245,
0.96017694,1.0
0.9697198,
0.92525804,
0.697091,
0.9506048,
0.916898,
0.9517616,
0.96836066,
0.88537383,
0.8816499,
0.96976286,
0.9181232,
0.961642,
0.94529665,
0.7801187,
0.9839616,
0.8892839,
0.9688658,1.0
0.93838686,
0.84653795,
0.94783974,
0.96203506,
0.9625929,
0.91225314,
0.91175854,
0.6747871,
0.89816386,
0.92310613,0.0
0.9409877,
0.8329695,
0.8680309,0.0
0.8820095,
0.8766218,
0.9455304,
0.9704532,
0.9251188,
0.92219007,
0.85800725,
0.88910943,
0.88989615,
0.9585104,
0.94549114,
0.9792631,
0.9090833,1.0
0.9390642,
0.8919445,
0.91946626,1.0
0.94692093,
0.91802853,
0.9461414,
0.8859387,
0.9715432,0.0
0.9790055,
0.9523753,
0.8831726,
0.9393025,
0.9252103,
0.9579174,
0.905722,
0.9522093,
0.95693654,
0.9658918,
0.92148685,
0.9171793,
0.927651,1.0
0.9339907,
0.9420348,
0.97630197,1.0
0.91989005,
0.9817122,
0.92932266,
0.9206562,1.0
0.96643996,1.0
0.9112276,
0.9647929,
0.93467844,
0.59346956,
0.9014252,1.0
0.9260967,
0.9240395,
0.9231028,1.0
0.94245297,
0.95057905,
0.9586173,
0.9659258,
0.87120426,
0.98637795,
0.86645293,1.0
0.9626818,
0.9615586,
0.9037568,
0.7096985,
0.9708455,1.0
0.9630599,1.0
0.9126726,1.0
0.9517982,
0.9741683,
0.93284035,
0.8765535,
0.8628936,
0.9046316,
0.9569548,
0.9624842,
0.9551426,
0.9463759,
0.90302217,
0.93611574,1.0
0.9546083,1.0
0.90496594,
0.8614287,
0.9481116,
0.93423414,
0.944472,1.0
0.977252,
0.9609264,
0.9636522,1.0
0.94818586,1.0
0.93590903,
0.91991657,
0.9319638,
0.9455124,
0.9107686,
0.9498123,0.0
0.9117457,
0.84195244,
0.9581189,1.0
0.9741726,
0.9476147,
0.8775866,
0.7936451,1.0
0.9609364,
0.9261718,
0.94701225,
0.9671464,0.0
0.9403236,
0.95342946,
0.8917222,
0.9739551,1.0
0.90580565,
0.961215,
0.9368598,
0.90672654,
0.9515672,
0.90705895,
0.9684335,
0.879985,0.0
0.95913094,
0.7822226,
0.9215259,0.0
0.953205,
0.94194996,1.0
0.97227657,
0.8950728,1.0
0.97696793,
0.9579982,1.0
0.9784113,
0.941335,
0.9413388,1.0
0.92035127,
0.97655565,
0.91114235,
0.8825465,1.0
0.9313038,
0.7298654,
0.8530055,
0.9281471,
0.966738,1.0
0.9606161,
0.9000917,0.0
0.93116266,
0.8197711,
0.96178204,1.0
0.9202948,1.0
0.96701753,
0.9149976,1.0
0.976985,
0.9072161,1.0
0.80263793,
0.90290374,
0.9794321,
0.96611136,
0.95970863,
0.9353401,0.0
0.8869887,1.0
0.94207174,
0.86076117,1.0
0.9376879,
0.96701026,
0.97853947,
0.9499273,
0.73713064,
0.9539768,
0.895597,
0.94381416,1.0
0.9309301,1.0
0.9553926,
0.9268844,
0.9086024,
0.94064415,
0.94945043,
0.9139447,
0.9384197,
0.9568981,
0.95530677,
0.90267175,
0.9734581,
0.9496373,
0.95695794,
0.89417577,
0.9322021,
0.9375837,
0.8819678,
0.92449045,
0.9605225,1.0
0.92191887,
0.9476143,1.0
0.9293807,
0.9208337,
0.9540567,
0.95773035,
0.9136331,
0.9304104,
0.9761513,
0.84724474,
0.98180616,
0.8371578,1.0
0.9224581,1.0
0.94320947,
0.8506853,1.0
0.97194517,
0.9049874,
0.9635195,
0.94466496,
0.94203573,1.0
0.9525672,
0.91171306,
0.96898925,1.0
0.9491752,1.0
0.9377595,
0.9719535,
0.9303692,1.0
0.7269254,1.0
0.93292356,
0.9694493,
0.9288582,1.0
0.8596661,
0.9446689,
0.9518016,
0.8205677,
0.91421777,1.0
0.91613626,
0.9493519,
0.9536842,
0.8279873,
0.95596206,
0.9096765,
0.9574161,
0.9672617,
0.6221564,1.0
0.93509996,
0.9461811,
0.92269886,
0.9139022,
0.7509834,1.0
0.92342085,
0.96128076,
0.9283855,1.0
0.92302996,
0.9304655,
0.97790533,
0.9686058,1.0
0.90291554,
0.9078024,
0.8220854,
0.96272486,
0.9771335,
0.83314335,
0.92032087,
0.9638348,1.0
0.8990849,1.0
0.88636136,
0.91674566,1.0
0.94330794,
0.9196375,1.0
0.97308064,1.0
0.9500601,1.0
0.74205697,
0.8509097,
0.9728505,
0.95917094,
0.91640955,1.0
0.9117069,
0.9607336,
0.8987455,
0.9713538,
0.9469954,1.0
0.89931154,1.0
0.94460934,
0.9533072,
0.93004143,
0.9700688,
0.9298586,
0.9728952,
0.95349175,1.0
0.8739364,1.0
0.97231096,
0.9626111,1.0
0.92737997,
0.9148018,
0.9353382,
0.92877537,
0.94202024,
0.63433754,
0.71102935,
0.954729,
0.9314104,
0.9608021,
0.91915303,
0.8958212,
0.9604587,
0.919719,
0.91219866,
0.9483086,
0.8382017,
0.9748389,
0.9377795,
0.94390625,
0.8796359,
0.93543875,1.0
0.957443,
0.95314324,1.0
0.9225054,
0.9810182,1.0
0.72809374,
0.91067606,
0.97683233,
0.963702,
0.8112685,
0.93781877,
0.9290027,
0.909995,
0.9201072,
0.9405161,
0.9592168,
0.9207806,0.0
0.84284526,1.0
0.97812825,
0.95375466,
0.9130498,
0.9276888,
0.96961164,1.0
0.86587566,
0.94924885,
0.90715665,
0.9705127,
0.9606458,1.0
0.9773761,
0.9505633,
0.9696861,
0.9709673,
0.8940392,1.0
0.9391963,
0.8856847,
0.9708838,
0.9433561,
0.88497853,
0.90387297,1.0
0.8949053,
0.95893455,
0.92540073,
0.9439936,
0.9479391,
0.97486013,1.0
0.95555085,1.0
0.9297095,
0.968076,
0.92751867,
0.9551175,0.0
0.93343765,1.0
0.84410036,1.0
0.90474075,
0.9600378,
0.8506937,
0.941213,1.0
0.9345279,
0.97160035,0.0
0.93336886,
0.9431573,
0.8378198,
0.9089555,
0.81856424,
0.8748941,
0.94329953,
0.9107526,
0.89637214,
0.9819656,
0.96526337,1.0
0.97428447,
0.9819979,
0.8819616,
0.9242247,
0.97262424,
0.9238618,
0.96376383,
0.9559571,
0.9482339,1.0
0.92798483,1.0
0.9490811,
0.920343,
0.8723895,1.0
0.97042817,1.0
0.91063386,
0.9498345,
0.9610189,
0.9533119,
0.9480231,
0.6992262,
0.9013912,1.0
0.9625151,
0.9772012,
0.9612331,0.0
0.9386064,1.0
0.83628297,
0.96518064,
0.9525446,1.0
0.96032095,
0.88054466,
0.95113313,
0.9069321,
0.92249876,
0.8743158,
0.9795665,
0.89038396,
0.96962893,1.0
0.90221,
0.882351,
0.9743124,
0.94276965,
0.9380183,
0.96789795,
0.90621126,
0.96772754,
0.8750913,1.0
0.905806,
0.9209156,1.0
0.9833129,
0.9416136,
0.9161888,
0.8135626,
0.9649192,
0.91013986,
0.8595572,
0.9662239,
0.9499205,
0.9496082,1.0
0.9261171,1.0
0.95666295,
0.837386,
0.97565144,
0.93490875,
0.961441,
0.94572157,
0.9126486,1.0
0.9692881,1.0
0.93506384,
0.9652305,
0.95773625,
0.9770949,
0.9382629,
0.94165784,
0.8652605,1.0
0.77383214,
0.9066065,
0.96228004,
0.93166226,
0.97806495,
0.9495238,1.0
0.97010213,
0.94960445,1.0
0.91851705,
0.9735535,
0.94557434,
0.84734166,1.0
0.8663413,
0.88193697,
0.9638204,
0.89289564,
0.94645065,1.0
0.97613484,
0.91425884,
0.9319906,
0.93864393,
0.8101022,
0.93462384,1.0
0.9097106,
0.9800229,
0.9453738,
0.8243439,
0.9385224,1.0
0.91306573,
0.924481,
0.89561003,
0.942249,
0.8470111,
0.92099345,
0.956261,
0.894222,1.0
0.95401746,
0.91372347,1.0
0.9532046,
0.9308878,
0.97224337,
0.8869257,
0.9389548,
0.95199895,
0.9440195,
0.90278006,1.0
0.93661493,0.0
0.97258955,
0.85155284,
0.9113883,
0.91137886,
0.95038956,
0.9165067,1.0
0.9640527,
0.92769307,
0.89395857,
0.90386766,
0.91612726,
0.8634251,1.0
0.9130745,
0.9628695,
0.86357456,1.0
0.97241306,
0.94198763,
0.9263567,
0.9046672,
0.8739976,
0.93898755,
0.66600925,1.0
0.96072984,
0.96928394,
0.92716837,
0.7717141,
0.93810874,1.0
0.95101213,
0.6994958,
0.97041243,
0.9614079,
0.96349615,
0.97586834,
0.86672336,0.0
0.8439296,
0.9531961,
0.8690794,
0.85352826,
0.8438504,
0.9514671,
0.89521176,
0.9488984,
0.95501184,
0.9587488,
0.93298644,
0.92171675,1.0
0.9487663,
0.96899724,
0.9610726,
0.91491383,
0.9023857,1.0
0.9413843,
0.9570442,1.0
0.9603984,
0.9076023,1.0
0.8829337,
0.9337402,
0.94534737,0.0
0.8791122,1.0
0.81569815,
0.97241974,
0.9495397,
0.93648726,
0.9480083,
0.88915485,1.0
0.8991215,
0.8428578,1.0
0.97003865,
0.906902,
0.97151786,1.0
0.9342294,1.0
0.9427129,
0.9025747,
0.9297854,1.0
0.94701034,
0.94498986,
0.9569707,
0.968459,
0.91442883,
0.88708925,
0.8827904,
0.9757875,1.0
0.919924,
0.9303016,
0.9641566,
0.8250601,
0.8694611,
0.9258152,1.0
0.82794446,1.0
0.97282547,
0.95522386,
0.9763604,1.0
0.9440961,
0.9444969,
0.9686345,1.0
0.95090693,1.0
0.93100464,
0.8165355,1.0
0.9638595,
0.8070545,0.0
0.8984813,1.0
0.9685128,
0.9641757,
0.9772843,
0.9194581,
0.96646655,
0.9555441,
0.73322535,1.0
0.8879151,
0.96131855,
0.95580226,
0.9496818,
0.90412134,
0.9175391,
0.93325496,
0.9066513,
0.9471791,
0.9669379,
0.95874465,
0.91970205,1.0
0.80058706,1.0
0.9638039,
0.908413,
0.93199825,
0.8788341,
0.96932876,
0.85734445,
0.9125828,
0.908746,
0.9623282,
0.8903191,
0.9245113,
0.9316873,
0.95397997,
0.8939216,1.0
0.9124211,
0.9638461,
0.85664827,
0.9389388,
0.94799715,
0.863094,
0.80303836,
0.94916874,1.0
0.9835248,
0.80842304,
0.9281643,
0.94374555,1.0
0.9473452,
0.9595684,1.0
0.8658418,
0.94750226,
0.9481359,
0.9135693,
0.8705854,
0.97377884,
0.9673858,1.0
0.9646524,1.0
0.9074805,
0.9413728,
0.9342616,
0.9102479,
0.96008486,
0.9552437,
0.95631635,
0.9504244,
0.7644517,
0.8688216,
0.708811,1.0
0.90760475,
0.9690304,
0.8686171,1.0
0.96579593,
0.732987,
0.877196,
0.96813613,
0.9532742,1.0
0.96401614,1.0
0.89862067,0.0
0.90341264,
0.9669525,
0.9378149,1.0
0.9445966,
0.9413166,
0.97653073,1.0
0.9270888,
0.9584662,1.0
0.9829196,
0.93415767,
0.96460783,
0.9005327,
0.898681,
0.95692974,
0.8010817,
0.8985367,
0.94917864,0.0
0.9466148,
0.947018,
0.94159555,
0.95746607,
0.96542937,
0.9687011,
0.9522704,
0.9322079,
0.897732,1.0
0.915355,
0.8407914,
0.9066459,1.0
0.97170806,
0.84679973,
0.8027211,
0.8855377,1.0
0.83084035,
0.97681457,
0.9524509,
0.96820295,1.0
0.9594172,
0.9552414,1.0
0.93081367,
0.94489175,
0.84046286,1.0
0.95988446,
0.9261961,
0.94494784,
0.91655415,
0.9317581,1.0
0.9253305,
0.9191368,
0.94203573,
0.92955476,
0.9702785,
0.95890915,
0.903008,
0.9544756,
0.8440823,
0.9527436,
0.9359632,
0.88657814,
0.94969493,
0.94382024,1.0
0.91993827,1.0
0.87514275,1.0
0.9760498,
0.9484657,
0.9610907,
0.8347503,
0.9550875,1.0
0.90839034,
0.95694244,
0.80000764,
0.91505545,1.0
0.85203516,
0.95746416,
0.9067978,1.0
0.85973537,1.0
0.8398962,
0.9445025,1.0
0.9251664,
0.93334705,
0.96744174,
0.90450305,
0.95745826,
0.9360973,
0.96870875,
0.9572579,
0.92826587,
0.9595946,
0.97278994,1.0
0.9458431,
0.9653966,
0.9527525,
0.8832524,
0.9320373,
0.93885034,
0.9346451,
0.92946154,
0.9149119,
0.9440054,
0.8635011,
0.9505772,
0.91876906,
0.6407428,
0.82079244,
0.92280984,
0.9664266,
0.9696176,
0.9400156,
0.9659465,
0.93856496,
0.94239503,1.0
0.94955915,
0.9221595,
0.96996707,
0.9010544,
0.96451527,
0.8423067,
0.831135,
0.93116516,
0.9626636,1.0
0.9413255,
0.6824192,0.0
0.9242459,1.0
0.902515,
0.8723559,1.0
0.95291317,
0.7947584,
0.91712135,
0.9580442,
0.94437116,
0.9429669,1.0
0.8798869,1.0
0.8990137,
0.9643765,
0.7385983,1.0
0.8679879,
0.9371364,
0.9149818,
0.97754043,
0.98320735,1.0
0.8930786,
0.9167504,1.0
0.9612602,
0.96253425,
0.9213081,
0.970324,
0.9659123,
0.92282516,
0.96662325,
0.92622787,
0.9502404,
0.9231613,
0.9616226,
0.8119624,
0.85978925,
0.95675904,
0.8901637,
0.9350207,
0.94086295,1.0
0.9400505,
0.89778525,
0.9445745,
0.96197593,
0.9319321,
0.92755705,
0.9521289,
0.9131692,
0.9503221,
0.91509795,
0.855141,
0.97252166,1.0
0.91677606,1.0
0.9527342,
0.9771005,
0.9537486,
0.7291217,
0.9550938,
0.8990579,
0.90523106,
